conference,unique_id,institutions
neurips,7993,['Carnegie Mellon']
neurips,7994,['IBM']
neurips,7995,"['Adobe', 'Netflix']"
neurips,7996,['Cornell']
neurips,7997,['Max Planck Society']
neurips,7998,['Purdue University']
neurips,7999,['UC Irvine']
neurips,8000,"['University of Manchester', 'Alan Turing Institute']"
neurips,8001,"['Georgia Institute of Technology', 'University of Pennsylvania', 'Ant Financial']"
neurips,8002,"['Dartmouth College', 'Facebook']"
neurips,8003,['Massachusetts Institute of Technology']
neurips,8004,['Amazon']
neurips,8005,"['Singapore University of Technology and Design', 'Microsoft']"
neurips,8006,"['Ecole Normale Superieure', 'Massachusetts Institute of Technology']"
neurips,8007,"['University of Science and Technology of China', 'Microsoft', 'University of S&T of China']"
neurips,8008,['Nanjing University']
neurips,8009,['University at Buffalo']
neurips,8010,"['Duke University', 'Massachusetts Institute of Technology', 'Princeton University']"
neurips,8011,['Caltech']
neurips,8012,"['Sapienza University', 'UC San Diego']"
neurips,8013,['Technical University Darmstadt']
neurips,8014,['University of Bath']
neurips,8015,['Georgia Institute of Technology']
neurips,8016,['Brandeis University']
neurips,8017,"['University of Waterloo', 'KAIST', 'Prowler.io']"
neurips,8018,['Boston University']
neurips,8019,"['Peking University', 'University of Science and Technology of China', 'Microsoft', 'University of S&T of China']"
neurips,8020,"['Monash University', 'University of Texas at Austin']"
neurips,8021,"['Tsinghua University', 'Tencent', 'University of Oxford']"
neurips,8022,[]
neurips,8023,['Google']
neurips,8024,"['Massachusetts Institute of Technology', 'UC Berkeley']"
neurips,8025,"['Google', 'Open AI']"
neurips,8026,"['University of California, Los Angeles']"
neurips,8027,"['University College London', 'University of Oxford', 'Google']"
neurips,8028,"['University of Illinois at Urbana-Champaign', 'University of Southern California']"
neurips,8029,[]
neurips,8030,['Stanford University']
neurips,8031,"['KAIST', 'Pohang University of Science and Technology', 'Seoul National University']"
neurips,8032,"['Facebook', 'Google']"
neurips,8033,['Singapore Management University']
neurips,8034,"['Ecole Normale Superieure', 'PSL Research University', 'INRIA']"
neurips,8035,"['Carnegie Mellon', 'UC San Diego']"
neurips,8036,['IBM']
neurips,8037,"['Texas A&M University, College Station']"
neurips,8038,"['Stanford University', 'University of Wisconsin-Madison']"
neurips,8039,"['University of Oxford', 'Alan Turing Institute']"
neurips,8040,"['University of Edinburgh', 'University of Oxford']"
neurips,8041,['Uppsala University']
neurips,8042,"['Stanford University', 'Google']"
neurips,8043,['University of Geneva']
neurips,8044,['Google']
neurips,8045,"['Peking University', 'University of Southern California']"
neurips,8046,"['York University', 'New York University', 'UC Berkeley', 'Google']"
neurips,8047,"['University of Lille', 'INRIA', 'Sapienza University', 'University of Rome', 'Google']"
neurips,8048,['Ecole Normale Superieure']
neurips,8049,"['Peking University', 'Princeton University']"
neurips,8050,"['Carnegie Mellon', 'Georgia Institute of Technology']"
neurips,8051,"['Istituto Italiano di Tecnologia', 'University College London']"
neurips,8052,"['Stanford University', 'Microsoft']"
neurips,8053,['Purdue University']
neurips,8054,[]
neurips,8055,"['University of Illinois at Chicago', 'University of Illinois at Urbana-Champaign']"
neurips,8056,"['Massachusetts Institute of Technology', 'Google']"
neurips,8057,"['Tencent', 'Chinese University of Hong Kong', 'The Chinese University of Hong Kong', 'UC Davis', 'University of Rochester']"
neurips,8058,['Cornell']
neurips,8059,['Stanford University']
neurips,8060,"['Bosch GmbH', 'Carnegie Mellon']"
neurips,8061,['Lund University']
neurips,8062,"['Chinese University of Hong Kong', 'The Chinese University of Hong Kong']"
neurips,8063,"['University of Toronto', 'University of Cambridge']"
neurips,8064,"['Xidian University', 'University of Texas at Austin']"
neurips,8065,"['University of Toronto', 'Borealis AI']"
neurips,8066,"['Max Planck Society', 'ETH Zurich', 'Microsoft']"
neurips,8067,['École Polytechnique']
neurips,8068,"['University College London', 'University of Oxford']"
neurips,8069,"['Toyota', 'Boston University', 'Google']"
neurips,8070,['University of Cambridge']
neurips,8071,"['CNRS', 'lip6.fr', 'University of Oxford', 'Massachusetts Institute of Technology']"
neurips,8072,"['University of Technology Sydney', 'University of Tokyo', 'RIKEN', 'Stanford University']"
neurips,8073,['UC Berkeley']
neurips,8074,"['Northeastern University', 'Rice University']"
neurips,8075,['Carnegie Mellon']
neurips,8076,['Imperial College London']
neurips,8077,[]
neurips,8078,"['University of Warwick', 'UC Berkeley', 'Swarthmore College']"
neurips,8079,['University of Oxford']
neurips,8080,['Google']
neurips,8081,['University of Massachusetts Amherst']
neurips,8082,['Caltech']
neurips,8083,['University of Maryland']
neurips,8084,"['University of Illinois at Urbana-Champaign', 'University of Washington']"
neurips,8085,"['University of Southern California', 'University of Washington']"
neurips,8086,"['University of Edinburgh', 'Alan Turing Institute', 'Rice University', 'Google']"
neurips,8087,['Google']
neurips,8088,"['Imperial College London', 'Georgia Institute of Technology']"
neurips,8089,"['University of Montreal', 'University of Bern']"
neurips,8090,[]
neurips,8091,['Cornell']
neurips,8092,"['University of Montreal', 'Google']"
neurips,8093,"['Harvard University', 'Princeton University']"
neurips,8094,['Cornell']
neurips,8095,"['Higher School of Economics', 'Skolkovo Institute of Science and Technology', 'Samsung', 'Cornell']"
neurips,8096,"['Massachusetts Institute of Technology', 'Stanford University']"
neurips,8097,"['University of Tokyo', 'National Institute of Informatics', 'RIKEN']"
neurips,8098,"['Czech Technical University', 'University of Warsaw']"
neurips,8099,"['UC San Diego', 'Yale University', 'Google']"
neurips,8100,[]
neurips,8101,['University of Texas at Austin']
neurips,8102,['Georgia Institute of Technology']
neurips,8103,['University of Illinois at Urbana-Champaign']
neurips,8104,"['University of Florida', 'University of Wisconsin-Madison']"
neurips,8105,['Cornell']
neurips,8106,['Prowler.io']
neurips,8107,['UC Berkeley']
neurips,8108,['KAIST']
neurips,8109,"['Politecnico di Milano', 'University of Illinois at Chicago', 'University of Illinois at Urbana-Champaign', 'University of New Hampshire', 'Amazon']"
neurips,8110,"['York University', 'Carnegie Mellon', 'New York University', 'Facebook']"
neurips,8111,"['University of Waterloo', 'Princeton University', 'University of Texas at Austin', 'Google']"
neurips,8112,['University of Washington']
neurips,8113,['University of Massachusetts Amherst']
neurips,8114,"['Telecom ParisTech', 'Universite Paris-Saclay']"
neurips,8115,['ETH Zurich']
neurips,8116,"['I.I.T. Delhi', 'UC Berkeley', 'Microsoft']"
neurips,8117,['University of Toronto']
neurips,8118,"['Ecole Normale Superieure', 'PSL Research University', 'CNRS', 'INRIA', 'Facebook']"
neurips,8119,"['Stanford University', 'University at Buffalo']"
neurips,8120,"['University of California, Los Angeles', 'Texas A&M University, College Station']"
neurips,8121,[]
neurips,8122,['University of Southern California']
neurips,8123,['Carnegie Mellon']
neurips,8124,['McGill University']
neurips,8125,"['University of Texas at Austin', 'Texas A&M University, College Station']"
neurips,8126,"['Massachusetts Institute of Technology', 'Microsoft']"
neurips,8127,"['Northeastern University', 'Rice University']"
neurips,8128,"['Skolkovo Institute of Science and Technology', 'Russian Academy of Sciences']"
neurips,8129,['University of Colorado']
neurips,8130,"['Monash University', 'Heidelberg University', 'Alan Turing Institute', 'Massachusetts Institute of Technology', 'University of Bath']"
neurips,8131,"['University of Southern California', 'Google']"
neurips,8132,['UC Berkeley']
neurips,8133,['Purdue University']
neurips,8134,"['East China Normal University', 'Google']"
neurips,8135,"['Carnegie Mellon', 'University of Wisconsin-Madison']"
neurips,8136,['Massachusetts Institute of Technology']
neurips,8137,"['École Polytechnique', 'EPFL']"
neurips,8138,['Stanford University']
neurips,8139,['Cornell']
neurips,8140,"['University of Toronto', 'UC Berkeley', 'University of Chicago', 'Open AI']"
neurips,8141,['Carnegie Mellon']
neurips,8142,['University of Wisconsin-Madison']
neurips,8143,['University of Maryland']
neurips,8144,"['Carnegie Mellon', 'Petuum']"
neurips,8145,['Carnegie Mellon']
neurips,8146,"['Massachusetts Institute of Technology', 'IBM']"
neurips,8147,"['University of Genoa', 'Massachusetts Institute of Technology']"
neurips,8148,"['University of Toronto', 'University College London', 'Google']"
neurips,8149,['Google']
neurips,8150,"['Stanford University', 'Google']"
neurips,8151,['University of Oxford']
neurips,8152,['Stanford University']
neurips,8153,['Johns Hopkins University']
neurips,8154,"['Samsung', 'University of Illinois at Urbana-Champaign', 'University of Washington']"
neurips,8155,"['Indian Institute of Science', 'National University of Singapore', 'Cornell', 'Massachusetts Institute of Technology']"
neurips,8156,"['Technion', 'University of Southern California']"
neurips,8157,"['Carnegie Mellon', 'Petuum']"
neurips,8158,"['Massachusetts Institute of Technology', 'Princeton University']"
neurips,8159,['Massachusetts Institute of Technology']
neurips,8160,"['Massachusetts Institute of Technology', 'Google']"
neurips,8161,['UC Berkeley']
neurips,8162,['University of Toronto']
neurips,8163,"['University College London', 'University of Oxford', 'Alan Turing Institute', 'Stanford University', 'Google']"
neurips,8164,"['University of Montreal', 'Facebook']"
neurips,8165,['Uppsala University']
neurips,8166,['Stanford University']
neurips,8167,"['Huazhong Univ. of Sci. and Tech.', 'Peking University', 'Cornell', 'Stanford University']"
neurips,8168,"['Stanford University', 'Google']"
neurips,8169,['Uber']
neurips,8170,['Massachusetts Institute of Technology']
neurips,8171,['Massachusetts Institute of Technology']
neurips,8172,['Carnegie Mellon']
neurips,8173,"['Chinese University of Hong Kong', 'The Chinese University of Hong Kong', 'Northwestern University', 'Princeton University', 'University of Minnesota']"
neurips,8174,['Google']
neurips,8175,"['University of Toronto', 'Weizmann Institute of Science', 'Microsoft']"
neurips,8176,['UC Berkeley']
neurips,8177,"['Tencent', 'Georgia Institute of Technology', 'University of Illinois at Urbana-Champaign', 'Google', 'Microsoft', 'Ant Financial']"
neurips,8178,['University of Montreal']
neurips,8179,['Harvard University']
neurips,8180,"['Ecole Polytechnique de Montreal', 'University of Montreal', 'Microsoft']"
neurips,8181,"['University of Montreal', 'Carnegie Mellon', 'Sina']"
neurips,8182,"['Stanford University', 'Google']"
neurips,8183,['Technion']
neurips,8184,"['Ecole Normale Superieure', 'INRIA', 'Google']"
neurips,8185,"['Tsinghua University', 'Stanford University', 'UC Berkeley', 'Yale University']"
neurips,8186,"['Carnegie Mellon', 'Google']"
neurips,8187,['Tsinghua University']
neurips,8188,['Max Planck Society']
neurips,8189,"['Massachusetts Institute of Technology', 'Stanford University', 'University of Pennsylvania']"
neurips,8190,['Google']
neurips,8191,['University of Wisconsin-Madison']
neurips,8192,"['Stanford University', 'Technische Universität Wien (TU Wien)']"
neurips,8193,"['University of California, Los Angeles', 'Google']"
neurips,8194,"['University of Freiburg', 'University of Freiburg', 'Imperial College London', 'Prowler.io']"
neurips,8195,"['National University of Defense Technology', 'University of California, Los Angeles']"
neurips,8196,"['Carnegie Mellon', 'Iowa State University']"
neurips,8197,['Iowa State University']
neurips,8198,"['CNRS', 'University of Tokyo', 'RIKEN']"
neurips,8199,"['Max Planck Society', 'University of Cambridge', 'Prowler.io']"
neurips,8200,['Google']
neurips,8201,['University of Massachusetts Amherst']
neurips,8202,"['University of Toronto', 'University of Electronic Science and Technology of China']"
neurips,8203,['IDSIA']
neurips,8204,"['Tel Aviv University', 'Google']"
neurips,8205,"['Kyoto University', 'RIKEN']"
neurips,8206,['Baidu']
neurips,8207,"['Georgia State University', 'Northeastern University']"
neurips,8208,[]
neurips,8209,['Stanford University']
neurips,8210,"['Stanford University', 'University of Southern California']"
neurips,8211,"['Harvard University', 'Massachusetts Institute of Technology']"
neurips,8212,"['UC Berkeley', 'Google']"
neurips,8213,['University of Colorado']
neurips,8214,"['York University', 'New York University', 'Baylor College of Medicine']"
neurips,8215,"['Toyota', 'University of Chicago']"
neurips,8216,['Universidad de Chile']
neurips,8217,['Stanford University']
neurips,8218,"['Chinese Academy of Sciences', 'SenseTime Group Ltd.']"
neurips,8219,"['Harvard University', 'Google']"
neurips,8220,"['University of Genoa', 'Istituto Italiano di Tecnologia']"
neurips,8221,['Purdue University']
neurips,8222,"['Ecole Normale Superieure', 'INRIA', 'University of Genoa', 'Massachusetts Institute of Technology']"
neurips,8223,[]
neurips,8224,"['Google', 'Open AI']"
neurips,8225,['Carnegie Mellon']
neurips,8226,"['Ecole Normale Superieure', 'Google']"
neurips,8227,"['Massachusetts Institute of Technology', 'Princeton University', 'Google']"
neurips,8228,['University of Illinois at Urbana-Champaign']
neurips,8229,[]
neurips,8230,"['Duke University', 'UC San Diego', 'University of Southern California']"
neurips,8231,['IBM']
neurips,8232,['Google']
neurips,8233,['ETH Zurich']
neurips,8234,['UC Irvine']
neurips,8235,"['Carnegie Mellon', 'Georgia Institute of Technology']"
neurips,8236,['West Virginia University']
neurips,8237,['University of Virginia']
neurips,8238,"['Massachusetts Institute of Technology', 'UC Berkeley', 'Microsoft']"
neurips,8239,"['University of Copenhagen', 'EPFL', 'University of Amsterdam']"
neurips,8240,"['Seoul National University', 'UC Merced', 'Google', 'NVIDIA']"
neurips,8241,['University of Colorado']
neurips,8242,['Google']
neurips,8243,['IBM']
neurips,8244,['Microsoft']
neurips,8245,['University College London']
neurips,8246,"['Toyota', 'UC Berkeley', 'University of Chicago']"
neurips,8247,['University of Toronto']
neurips,8248,['Massachusetts Institute of Technology']
neurips,8249,[]
neurips,8250,"['Carnegie Mellon', 'Petuum']"
neurips,8251,['UC Berkeley']
neurips,8252,['Intel AI Lab']
neurips,8253,"['University of Bonn', 'National University of Singapore']"
neurips,8254,['Stanford University']
neurips,8255,['Stanford University']
neurips,8256,['Google']
neurips,8257,['Nanyang Technological University']
neurips,8258,"['Keio University', 'Tokyo Metropolitan University', 'NEC', 'National Institute of Informatics', 'RIKEN']"
neurips,8259,[]
neurips,8260,['Carnegie Mellon']
neurips,8261,['Seoul National University']
neurips,8262,['University of Wisconsin-Madison']
neurips,8263,['Carnegie Mellon']
neurips,8264,"['Carnegie Mellon', 'Microsoft']"
neurips,8265,['Columbia University']
neurips,8266,"['Peking University', 'University College London']"
neurips,8267,['Carnegie Mellon']
neurips,8268,"['University of Sydney', 'University of Texas at Austin']"
neurips,8269,['Stanford University']
neurips,8270,['Google']
neurips,8271,['Google']
neurips,8272,['Facebook']
neurips,8273,['University of Oxford']
neurips,8274,"['Moscow Institute of Physics and Technology', 'Arizona State University', 'Massachusetts Institute of Technology']"
neurips,8275,['Google']
neurips,8276,"['Georgia Institute of Technology', 'Google', 'Ant Financial']"
neurips,8277,['Stanford University']
neurips,8278,['ETH Zurich']
neurips,8279,"['Carnegie Mellon', 'Microsoft']"
neurips,8280,"['Georgia Institute of Technology', 'Texas A&M University, College Station']"
neurips,8281,['University of Iowa']
neurips,8282,"['Radboud University', 'University of Amsterdam', 'Massachusetts Institute of Technology', 'IBM']"
neurips,8283,"['TU Graz', 'Columbia University', 'Georgia Institute of Technology', 'Massachusetts Institute of Technology', 'Stanford University']"
neurips,8284,"['National Taiwan University', 'Carnegie Mellon', 'Amazon']"
neurips,8285,['Stanford University']
neurips,8286,"['York University', 'Technion', 'Cornell', 'New York University']"
neurips,8287,"['Georgia Institute of Technology', 'Rice University']"
neurips,8288,"['Northwestern University', 'Princeton University']"
neurips,8289,"['Columbia University', 'Harvard University']"
neurips,8290,['Purdue University']
neurips,8291,['Massachusetts Institute of Technology']
neurips,8292,['Microsoft']
neurips,8293,[]
neurips,8294,['Georgia Institute of Technology']
neurips,8295,"['University of California, Los Angeles', 'Google']"
neurips,5138,['Max Planck Society']
neurips,5140,['Microsoft']
neurips,5055,"['Beijing Normal University', 'Chinese Academy of Sciences']"
neurips,5078,['Simon Fraser University']
neurips,4943,['IBM']
neurips,5209,['Max Planck Society']
neurips,4952,['University of Southern California']
neurips,4865,"['University of Warwick', 'Carnegie Mellon']"
neurips,4998,['Harvard University']
neurips,4935,"['Australian National University', 'University of Alberta']"
neurips,4863,['University of Alberta']
neurips,5144,['Georgia Institute of Technology']
neurips,4903,"['Queensland University of Technology', 'Russian Academy of Sciences', 'UC Berkeley']"
neurips,5201,"['Pennsylvania State University', 'Stony Brook University']"
neurips,4925,"['Universidad de la Rep´ublica, Uruguay', 'Duke University']"
neurips,5062,"['Pennsylvania State University', 'University of California, Los Angeles']"
neurips,4905,['Hebrew University']
neurips,5063,"['Max Planck Society', 'ETH Zurich']"
neurips,4926,['University of Oxford']
neurips,5139,['Baidu']
neurips,5034,"['Carnegie Mellon', 'UC Berkeley']"
neurips,5166,['Ghent University']
neurips,4880,['Brown University']
neurips,5178,"['Stanford University', 'Adobe']"
neurips,5155,"['University of Copenhagen', 'Max Planck Society']"
neurips,5112,['University of Hamburg']
neurips,5199,"['Sharp', 'Microsoft']"
neurips,5195,"['Goethe-University Frankfurt', 'Technical University Berlin', 'University of Oldenburg', 'University of Sheffield', 'UC Berkeley']"
neurips,4917,"['INRIA', 'Adobe']"
neurips,5093,['Boğaziçi University']
neurips,5137,"['Rutgers University', 'University of Pennsylvania']"
neurips,5088,"['Athens University of Economics and Business', 'Universidad Carlos ill de Madrid']"
neurips,4871,"['University College London', 'University of Cambridge']"
neurips,4994,['University of Pennsylvania']
neurips,5124,['Northrop Grumman Corp.']
neurips,4937,"['Baidu', 'Rutgers University']"
neurips,4915,"['Stanford University', 'Microsoft']"
neurips,5065,['Carnegie Mellon']
neurips,5175,['Stanford University']
neurips,4882,['Stanford University']
neurips,5105,['University of Pennsylvania']
neurips,5106,['University of Pennsylvania']
neurips,4938,"['Hebrew University', 'Rutgers University']"
neurips,4971,"['INRIA', 'LORIA']"
neurips,4968,['Toyota']
neurips,5131,['National University of Singapore']
neurips,4946,"['University of Tubingen', 'Lund University']"
neurips,4978,['Carnegie Mellon']
neurips,4928,[]
neurips,5000,['ETH Zurich']
neurips,5094,"['Duke University', 'Massachusetts Institute of Technology', 'Ohio State University']"
neurips,4934,['University of Alberta']
neurips,5127,[]
neurips,4904,['UC Berkeley']
neurips,5200,[]
neurips,5202,"['Carnegie Mellon', 'UC Berkeley']"
neurips,5125,['Technion']
neurips,4956,"['Technion', 'Microsoft']"
neurips,5016,['Disney']
neurips,5026,['University of Toronto']
neurips,4874,['University College London']
neurips,5024,['University of Montreal']
neurips,5198,"['TU Dresden', 'University of Oxford']"
neurips,4947,"['Ecole Normale Superieure', 'CNRS']"
neurips,5179,['Cornell']
neurips,5037,"['University of Minnesota', 'University of Texas at Austin']"
neurips,5052,"['A*STAR', 'Brown University', 'Massachusetts Institute of Technology']"
neurips,5141,['University at Albany']
neurips,5092,['University of Texas at Austin']
neurips,5162,['Massachusetts Institute of Technology']
neurips,5114,['NEC']
neurips,5108,['Princeton University']
neurips,4870,['Australian National University']
neurips,5121,['Georgia Institute of Technology']
neurips,4964,"['Australian National University', 'University of New South Wales']"
neurips,4941,['Michigan State University']
neurips,5154,"['Rice University', 'University of Texas at Austin', 'Baylor College of Medicine']"
neurips,5047,['Harvard University']
neurips,5183,"['Technion', 'National University of Singapore']"
neurips,4936,"['Chinese University of Hong Kong', 'The Chinese University of Hong Kong', 'University of Minnesota']"
neurips,5057,['ETH Zurich']
neurips,4953,['ETH Zurich']
neurips,5006,[]
neurips,5212,['University of Cambridge']
neurips,5081,"['INRIA', 'University College London']"
neurips,5135,"['Technion', 'National University of Singapore']"
neurips,4900,"['Ecole Normale Superieure', 'Telecom ParisTech', 'INRIA']"
neurips,5011,['Peking University']
neurips,5216,"['Cornell', 'Rutgers University']"
neurips,4862,[]
neurips,5192,['Hong Kong University of Science and Technology']
neurips,5076,['Heidelberg University']
neurips,5123,"['École Polytechnique', 'Imperial College London']"
neurips,4954,['Carnegie Mellon']
neurips,5005,"['Universite Bordeaux', 'INRIA', 'University of Oxford']"
neurips,4919,['Technion']
neurips,5150,['Queensland University of Technology']
neurips,5214,['Wright State University']
neurips,4970,"['Singapore Management University', 'Massachusetts Institute of Technology']"
neurips,4924,['University of Wisconsin-Madison']
neurips,5023,['University of Montreal']
neurips,5002,"['Tel Aviv University', 'Duke University']"
neurips,5074,"['Kyoto University', 'NTT']"
neurips,5028,['Stanford University']
neurips,5027,['Stanford University']
neurips,4948,['Stanford University']
neurips,5142,"['University of Pennsylvania', 'University of Washington']"
neurips,5072,"['Brown University', 'Princeton University']"
neurips,4885,"['Technical University Berlin', 'University of Edinburgh']"
neurips,4940,['Michigan State University']
neurips,5003,['Rice University']
neurips,5046,['Stanford University']
neurips,4922,"['ATR Computational Neuroscience Laboratories', 'Berlin Institute of Technology', 'Technical University Berlin', 'Korea University']"
neurips,4986,"['Ecole Normale Superieure', 'CNRS', 'INRIA']"
neurips,5152,"['EPFL', 'ETH Zurich']"
neurips,4872,['Stanford University']
neurips,4959,"['Stanford University', 'University of Pennsylvania']"
neurips,5160,['KU Leuven']
neurips,5104,"['University of Oxford', 'UC Berkeley', 'Microsoft']"
neurips,4892,['Arizona State University']
neurips,5161,['University of Maryland']
neurips,5116,"['Massachusetts Institute of Technology', 'Twitter']"
neurips,5087,"['University of Toronto', 'Adobe']"
neurips,5163,['University of Maryland']
neurips,4942,"['NEC', 'Michigan State University']"
neurips,4893,['London School of Economics']
neurips,4969,['Brown University']
neurips,5091,"['University College London', 'Duke University', 'Purdue University']"
neurips,5130,['Temple University']
neurips,5151,['Microsoft']
neurips,5010,"['University of Pennsylvania', 'Google']"
neurips,5133,['University of Utah']
neurips,4931,['Stanford University']
neurips,5073,"['University of Michigan', 'University of Texas at Austin']"
neurips,5172,['Carnegie Mellon']
neurips,5171,"['NEC', 'National Institute of Informatics']"
neurips,4894,['Carnegie Mellon']
neurips,4961,['University of Wisconsin-Madison']
neurips,5149,"['University of Alberta', 'ETH Zurich']"
neurips,4996,['Columbia University']
neurips,5164,['Temple University']
neurips,4962,"['Massachusetts Institute of Technology', 'University of Haifa']"
neurips,4899,"['Iowa State University', 'University of California, Los Angeles']"
neurips,5210,"['University of Southern California', 'University of Texas at Austin']"
neurips,5101,"['Georgia Institute of Technology', 'IBM']"
neurips,4890,"['University of Oxford', 'Columbia University']"
neurips,4988,"['Ecole Normale Superieure', 'INRIA', 'Max Planck Society', 'UC Berkeley']"
neurips,5126,"['University of California, Los Angeles']"
neurips,4985,"['Tokyo Inst. of Tech.', 'Toyota']"
neurips,5022,['University of Montreal']
neurips,4960,"['Aalto University', 'University of Helsinki']"
neurips,5213,"['Nagoya Institute of Technology', 'Tokyo Inst. of Tech.', 'Nikon Corporation']"
neurips,5019,['Huawei']
neurips,5009,['Massachusetts Institute of Technology']
neurips,5049,['Stanford University']
neurips,5186,['Politecnico di Milano']
neurips,5038,['UC Berkeley']
neurips,5215,['Idiap Research Institute']
neurips,5097,"['University of California, Los Angeles', 'Loyola Marymount University']"
neurips,4916,"['University of Pennsylvania', 'University of Washington']"
neurips,5069,"['Nagoya Institute of Technology', 'Tokyo Inst. of Tech.', 'University of Tokyo', 'Nikon Corporation', 'Google']"
neurips,5110,"['Telecom ParisTech', 'INRIA']"
neurips,4958,"['National University of Singapore', 'DSO National Laboratories']"
neurips,5089,"['Max Planck Society', 'Microsoft']"
neurips,4906,"['Indian Institute of Science', 'ERNET', 'University of Michigan']"
neurips,4897,['Ohio State University']
neurips,5030,['University of Michigan']
neurips,4963,"['University of California, Los Angeles']"
neurips,5015,['University of Southern California']
neurips,4881,['Massachusetts Institute of Technology']
neurips,5013,"['Sharp', 'UC Berkeley']"
neurips,5053,['Ecole Normale Superieure']
neurips,5001,['Kyoto University']
neurips,4864,"['Northwestern Polytechnical University', 'Duke University', 'Microsoft']"
neurips,5036,['UC Santa Cruz']
neurips,5018,"['Carnegie Mellon', 'Norwegian University of Science and Technology']"
neurips,4974,"['Institute of Science and Technology Austria', 'INRIA']"
neurips,5188,['Aalto University']
neurips,5048,"['University of Oxford', 'Google']"
neurips,4908,['Tel Aviv University']
neurips,5102,"['Ben Gurion University', 'Carnegie Mellon']"
neurips,4933,['UT Dallas']
neurips,5040,"['Stanford University', 'Microsoft']"
neurips,5111,"['University of Southampton', 'University of S&T of China']"
neurips,5122,['IBM']
neurips,5115,['Duke University']
neurips,5168,['INRIA']
neurips,4875,"['ETH Zurich', 'Massachusetts Institute of Technology', 'IBM']"
neurips,4859,"['Chinese University of Hong Kong', 'The Chinese University of Hong Kong', 'Purdue University']"
neurips,4873,['University of Texas at Austin']
neurips,5054,['University of Bremen']
neurips,5153,"['Rice University', 'University of Texas at Austin', 'Baylor College of Medicine']"
neurips,4980,['UC Berkeley']
neurips,5084,['University of Cambridge']
neurips,5167,['University College London']
neurips,5190,"['INRIA', 'Adobe']"
neurips,5194,['Yale University']
neurips,5189,['National University of Singapore']
neurips,4866,['Nanyang Technological University']
neurips,4898,['Toyota']
neurips,4944,"['Duke University', 'Sina']"
neurips,4920,['Toyota']
neurips,5033,['Technion']
neurips,5082,[]
neurips,5158,['Massachusetts Institute of Technology']
neurips,5205,"['Brown University', 'UC Berkeley']"
neurips,5083,"['CNRS', 'lip6.fr']"
neurips,4987,"['University of Chicago', 'University of Wisconsin-Madison']"
neurips,4921,"['Technical University Berlin', 'Korea University']"
neurips,5031,"['lip6.fr', 'A*STAR']"
neurips,5066,"['Massachusetts Institute of Technology', 'University of Haifa']"
neurips,5211,['Hong Kong Baptist University']
neurips,5042,['University of Wisconsin-Madison']
neurips,4889,['UC Irvine']
neurips,5196,"['University of Toronto', 'Lund University']"
neurips,5051,"['University of Toronto', 'Harvard University']"
neurips,4869,"['Johns Hopkins University', 'Princeton University']"
neurips,5159,['Heidelberg University']
neurips,5156,"['Sharp', 'Carnegie Mellon']"
neurips,4876,"['University of Geneva', 'Duke University']"
neurips,5098,"['Technion', 'National University of Singapore']"
neurips,4982,"['Columbia University', 'UC Irvine', 'Microsoft']"
neurips,5096,['Georgia Institute of Technology']
neurips,5086,"['University of Toronto', 'Harvard University']"
neurips,4976,['University of Pennsylvania']
neurips,4949,"['UC Irvine', 'Los Alamos National Lab', 'Korea Advanced Institute of Science and Technology']"
neurips,4895,"['Australian National University', 'National University of Singapore', 'University of Oxford']"
neurips,4967,['Technical University Berlin']
neurips,5039,"['ETH Zurich', 'University of Edinburgh']"
neurips,4910,"['University of Michigan', 'IBM']"
neurips,4945,"['Istituto Italiano di Tecnologia', 'Massachusetts Institute of Technology']"
neurips,5090,['University of Texas at Austin']
neurips,4965,"['Cornell', 'IBM']"
neurips,5029,['University of Toronto']
neurips,4913,['Ohio State University']
neurips,5145,['Czech Technical University']
neurips,5204,['Google']
neurips,5191,['University of Michigan']
neurips,4983,['Carnegie Mellon']
neurips,5025,"['University of British Columbia', 'University of Montreal', 'University of Oxford', 'Facebook']"
neurips,5170,"['Brown University', 'Stanford University']"
neurips,5118,['Boston University']
neurips,5060,"['Universit´e de Sherbrooke', 'University of Edinburgh']"
neurips,5109,['Telecom ParisTech']
neurips,4868,['INRIA']
neurips,4891,['University of Wisconsin-Madison']
neurips,4950,['Massachusetts Institute of Technology']
neurips,5107,"['INRIA', 'Carnegie Mellon']"
neurips,4957,['Carnegie Mellon']
neurips,5007,"['Columbia University', 'Harvard University']"
neurips,4901,['Harvard University']
neurips,4909,['Stanford University']
neurips,5165,['Google']
neurips,5173,"['Johns Hopkins University', 'Princeton University']"
neurips,5129,['INRIA']
neurips,4927,['Kyoto University']
neurips,4999,"['Nanjing University', 'Michigan State University']"
neurips,5059,['IDSIA']
neurips,5008,['Samsung']
neurips,4902,['UC Berkeley']
neurips,5184,['University of Massachusetts Amherst']
neurips,4912,"['Queensland University of Technology', 'UC Berkeley', 'University of Michigan', 'Microsoft']"
neurips,5064,"['York University', 'New York University']"
neurips,5119,"['Freie Universit¨at Berlin', 'University College London']"
neurips,5193,['Hebrew University']
neurips,4973,"['INRIA', 'Microsoft']"
neurips,4995,['Columbia University']
neurips,5146,"['Carnegie Mellon', 'Microsoft']"
neurips,5197,"['Simon Fraser University', 'Disney']"
neurips,5174,['Carnegie Mellon']
neurips,4914,['Saarland University']
neurips,4911,['University of Washington']
