author,paper_count,institution,2013,2014,2015,2016,2017,2018,2019,Notes
 Frederic Branchaud-Charron,1,<none>,0,0,0,0,0,0,1
 Ning Liu,1,<none>,0,0,0,0,0,0,1
 Yongchao Long,1,<none>,0,0,0,0,0,0,1
 Qun Niu,1,<none>,0,0,0,0,0,0,1
 Li Pan,1,<none>,0,0,0,0,0,0,1
 Yihang Lou,1,<none>,0,0,0,0,0,0,1
 Yan Bai,1,<none>,0,0,0,0,0,0,1
 Yijie Wang,1,<none>,0,0,0,0,0,0,1
 Panqu Wang,1,<none>,0,0,0,0,0,0,1
 Xiaoyang Guo,1,<none>,0,0,0,0,0,0,1
 Kai Yang,1,<none>,0,0,0,0,0,0,1
 Wukui Yang,1,<none>,0,0,0,0,0,0,1
 Guang-Yu Nie,1,<none>,0,0,0,0,0,0,1
 Manolis Lourakis,1,<none>,0,0,0,0,0,0,1
 Qunjie Zhou,1,<none>,0,0,0,0,0,0,1
 Jiaxiong Qiu,1,<none>,0,0,0,0,0,0,1
 Xingdi Zhang,1,<none>,0,0,0,0,0,0,1
 Linguo Li,1,<none>,0,0,0,0,0,0,1
 Mengdie Zhou,1,<none>,0,0,0,0,0,0,1
 Yuai Liu,1,<none>,0,0,0,0,0,0,1
 Roberto Martin-Martin,1,<none>,0,0,0,0,0,0,1
 Shang-Ta Yang,1,<none>,0,0,0,0,0,0,1
 Fu-En Wang,1,<none>,0,0,0,0,0,0,1
 Chi-Han Peng,1,<none>,0,0,0,0,0,0,1
 Hung-Kuo Chu,1,<none>,0,0,0,0,0,0,1
 Fangyun Wei,1,<none>,0,0,0,0,0,0,1
 Zhiwei Liu,1,<none>,0,0,0,0,0,0,1
 Haiyun Guo,1,<none>,0,0,0,0,0,0,1
 Manuel J. Marin-Jimenez,1,<none>,0,0,0,0,0,0,1
 Pablo Medina-Suarez,1,<none>,0,0,0,0,0,0,1
 Meilu Zhu,1,<none>,0,0,0,0,0,0,1
 Mingjie Zheng,1,<none>,0,0,0,0,0,0,1
 Muhammad Sadiq,1,<none>,0,0,0,0,0,0,1
 Amir Bar,1,<none>,0,0,0,0,0,0,1
 Gefen Kohavi,1,<none>,0,0,0,0,0,0,1
 Shibao Zheng,1,<none>,0,0,0,0,0,0,1
 Feng Zhang,1,<none>,0,0,0,0,0,0,1
 Chien-Yi Chang,1,<none>,0,0,0,0,0,0,1
 Yanan Sui,1,<none>,0,0,0,0,0,0,1
 Xionghui Wang,1,<none>,0,0,0,0,0,0,1
 Xinchen Liu,1,<none>,0,0,0,0,0,0,1
 Meng Zhang,1,<none>,0,0,0,0,0,0,1
 Siyuan Zhou,1,<none>,0,0,0,0,0,0,1
 Xijie Huang,1,<none>,0,0,0,0,0,0,1
 Liang Xu,1,<none>,0,0,0,0,0,0,1
 Ze Ma,1,<none>,0,0,0,0,0,0,1
 Maosen Li,1,<none>,0,0,0,0,0,0,1
 Siheng Chen,1,<none>,0,0,0,0,0,0,1
 Yifeng Zhang,1,<none>,0,0,0,0,0,0,1
 Qize Yang,1,<none>,0,0,0,0,0,0,1
 Guangting Wang,1,<none>,0,0,0,0,0,0,1
 Xingran Zhou,1,<none>,0,0,0,0,0,0,1
 Siyu Huang,1,<none>,0,0,0,0,0,0,1
 Bin Li,1,<none>,0,0,0,0,0,0,1
 Jiachen Li,1,<none>,0,0,0,0,0,0,1
 Ming Liu,1,<none>,0,0,0,0,0,0,1
 Min Xia,1,<none>,0,0,0,0,0,0,1
 Mingyang Huang,1,<none>,0,0,0,0,0,0,1
 Wenbo Bao,1,<none>,0,0,0,0,0,0,1
 Jiqing Wu,1,<none>,0,0,0,0,0,0,1
 Dinesh Acharya,1,<none>,0,0,0,0,0,0,1
 Chengyu Wang,1,<none>,0,0,0,0,0,0,1
 Chenyang Lei,1,<none>,0,0,0,0,0,0,1
 Qiang Wen,1,<none>,0,0,0,0,0,0,1
 Yinjie Tan,1,<none>,0,0,0,0,0,0,1
 Jiyang Yu,1,<none>,0,0,0,0,0,0,1
 Jianzhong He,1,<none>,0,0,0,0,0,0,1
 Siyuan Li,1,<none>,0,0,0,0,0,0,1
 Iago Breno Araujo,1,<none>,0,0,0,0,0,0,1
 Eric K. Tokuda,1,<none>,0,0,0,0,0,0,1
 Roberto Hirata Junior,1,<none>,0,0,0,0,0,0,1
 Roberto Cesar-Junior,1,<none>,0,0,0,0,0,0,1
 Jinglei Yang,1,<none>,0,0,0,0,0,0,1
 Xiaomin Yang,1,<none>,0,0,0,0,0,0,1
 Gwanggil Jeon,1,<none>,0,0,0,0,0,0,1
 Yusuke Sekikawa,1,<none>,0,0,0,0,0,0,1
 Kosuke Hara,1,<none>,0,0,0,0,0,0,1
 Xuan-Yi Li,1,<none>,0,0,0,0,0,0,1
 Weijian Li,1,<none>,0,0,0,0,0,0,1
 Wonpyo Park,1,<none>,0,0,0,0,0,0,1
 Dongju Kim,1,<none>,0,0,0,0,0,0,1
 Tuanhui Li,1,<none>,0,0,0,0,0,0,1
 Yujiu Yang,1,<none>,0,0,0,0,0,0,1
 Sixue Gong,1,<none>,0,0,0,0,0,0,1
 Bing He,1,<none>,0,0,0,0,0,0,1
 Jiangliu Wang,1,<none>,0,0,0,0,0,0,1
 Yunhui Liu,1,<none>,0,0,0,0,0,0,1
 Ryota Yoshihashi,1,<none>,0,0,0,0,0,0,1
 Wen Shao,1,<none>,0,0,0,0,0,0,1
 Makoto Iida,1,<none>,0,0,0,0,0,0,1
 II ,1,<none>,0,0,0,0,0,0,1
 Xinyi Xu,1,<none>,0,0,0,0,0,0,1
 Chanmi You,1,<none>,0,0,0,0,0,0,1
 Zhenyu Zhang,1,<none>,0,0,0,0,0,0,1
 Morteza Rezanejad,1,<none>,0,0,0,0,0,0,1
 Gabriel Downs,1,<none>,0,0,0,0,0,0,1
 John Wilder,1,<none>,0,0,0,0,0,0,1
 Dirk B. Walther,1,<none>,0,0,0,0,0,0,1
 Junfu Pu,1,<none>,0,0,0,0,0,0,1
 Runtao Liu,1,<none>,0,0,0,0,0,0,1
 Qingzhong Wang,1,<none>,0,0,0,0,0,0,1
 Longteng Guo,1,<none>,0,0,0,0,0,0,1
 Peng Yao,1,<none>,0,0,0,0,0,0,1
 Jiangwei Li,1,<none>,0,0,0,0,0,0,1
 Fangwei Zhong,1,<none>,0,0,0,0,0,0,1
 Zhengyang Shen,1,<none>,0,0,0,0,0,0,1
 Xu Han,1,<none>,0,0,0,0,0,0,1
 Zhenlin Xu,1,<none>,0,0,0,0,0,0,1
 Chong Huang,1,<none>,0,0,0,0,0,0,1
 Chuan-En Lin,1,<none>,0,0,0,0,0,0,1
 Zhenyu Yang,1,<none>,0,0,0,0,0,0,1
 Yan Kong,1,<none>,0,0,0,0,0,0,1
 Peng Chen,1,<none>,0,0,0,0,0,0,1
 Pooya Abolghasemi,1,<none>,0,0,0,0,0,0,1
 Ladislau Boloni,1,<none>,0,0,0,0,0,0,1
 Fangyi Zhang,1,<none>,0,0,0,0,0,0,1
 Yu-Siang Wang,1,<none>,0,0,0,0,0,0,1
 Jerome Rony,1,<none>,0,0,0,0,0,0,1
 Luiz G. Hafemann,1,<none>,0,0,0,0,0,0,1
 Luiz S. Oliveira,1,<none>,0,0,0,0,0,0,1
 Robert Sabourin,1,<none>,0,0,0,0,0,0,1
 Eric Granger,1,<none>,0,0,0,0,0,0,1
 Zhilan Hu,1,<none>,0,0,0,0,0,0,1
 Sangil Jung,1,<none>,0,0,0,0,0,0,1
 Changyong Son,1,<none>,0,0,0,0,0,0,1
 Seohyung Lee,1,<none>,0,0,0,0,0,0,1
 Jinwoo Son,1,<none>,0,0,0,0,0,0,1
 Jae-Joon Han,1,<none>,0,0,0,0,0,0,1
 Youngjun Kwak,1,<none>,0,0,0,0,0,0,1
 Ruoqi Sun,1,<none>,0,0,0,0,0,0,1
 Lizhuang Ma,1,<none>,0,0,0,0,0,0,1
 Oshri Halimi,1,<none>,0,0,0,0,0,0,1
 Kamran Ghasedi,1,<none>,0,0,0,0,0,0,1
 Xiaoqian Wang,1,<none>,0,0,0,0,0,0,1
 Samuli Laine,1,<none>,0,0,0,0,0,0,1
 Ji Hou,1,<none>,0,0,0,0,0,0,1
 Daniel L. Lau,1,<none>,0,0,0,0,0,0,1
 Ying Yu,1,<none>,0,0,0,0,0,0,1
 Zhenpei Yang,1,<none>,0,0,0,0,0,0,1
 Jeffrey Z. Pan,1,<none>,0,0,0,0,0,0,1
 Sida Peng,1,<none>,0,0,0,0,0,0,1
 Pengpeng Liu,1,<none>,0,0,0,0,0,0,1
 Michael Lyu,1,<none>,0,0,0,0,0,0,1
 Irwin King,1,<none>,0,0,0,0,0,0,1
 Zhipeng Zhang,1,<none>,0,0,0,0,0,0,1
 Takaaki Shiratori,1,<none>,0,0,0,0,0,0,1
 Kenan Dai,1,<none>,0,0,0,0,0,0,1
 Jianhua Li,1,<none>,0,0,0,0,0,0,1
 Joel Stehouwer,1,<none>,0,0,0,0,0,0,1
 Jia Guo,1,<none>,0,0,0,0,0,0,1
 Kaihao Zhang,1,<none>,0,0,0,0,0,0,1
 Ziyuan Zhang,1,<none>,0,0,0,0,0,0,1
 Jian Wan,1,<none>,0,0,0,0,0,0,1
 Nanxin Wang,1,<none>,0,0,0,0,0,0,1
 Tycho F.A. van der Ouderaa,1,<none>,0,0,0,0,0,0,1
 Zecheng He,1,<none>,0,0,0,0,0,0,1
 Tianwei Zhang,1,<none>,0,0,0,0,0,0,1
 Ruby Lee,1,<none>,0,0,0,0,0,0,1
 Amit Marathe,1,<none>,0,0,0,0,0,0,1
 Hao Cheng,1,<none>,0,0,0,0,0,0,1
 Bowen Deng,1,<none>,0,0,0,0,0,0,1
 Tao Tan,1,<none>,0,0,0,0,0,0,1
 Yanlin Geng,1,<none>,0,0,0,0,0,0,1
 Ciprian A. Corneanu,1,<none>,0,0,0,0,0,0,1
 Ayan Kumar Bhunia,1,<none>,0,0,0,0,0,0,1
 Abhirup Das,1,<none>,0,0,0,0,0,0,1
 Ankan Kumar Bhunia,1,<none>,0,0,0,0,0,0,1
 Perla Sai Raj Kishore,1,<none>,0,0,0,0,0,0,1
 Partha Pratim Roy,1,<none>,0,0,0,0,0,0,1
 Yuxian Qiu,1,<none>,0,0,0,0,0,0,1
 Jingwen Leng,1,<none>,0,0,0,0,0,0,1
 Cong Guo,1,<none>,0,0,0,0,0,0,1
 Quan Chen,1,<none>,0,0,0,0,0,0,1
 Yukang Chen,1,<none>,0,0,0,0,0,0,1
 Lisen Mu,1,<none>,0,0,0,0,0,0,1
 Irina Shevlev,1,<none>,0,0,0,0,0,0,1
 Yunhui Guo,1,<none>,0,0,0,0,0,0,1
 Tajana Rosing,1,<none>,0,0,0,0,0,0,1
 Jian Tang,1,<none>,0,0,0,0,0,0,1
 Yinan Tang,1,<none>,0,0,0,0,0,0,1
 Jiayang Liu,1,<none>,0,0,0,0,0,0,1
 Yiwei Zhang,1,<none>,0,0,0,0,0,0,1
 Hongyue Zha,1,<none>,0,0,0,0,0,0,1
 Pravendra Singh,1,<none>,0,0,0,0,0,0,1
 Michael A. Alcorn,1,<none>,0,0,0,0,0,0,1
 Zhitao Gong,1,<none>,0,0,0,0,0,0,1
 Chengfei Wang,1,<none>,0,0,0,0,0,0,1
 Wei-Shinn Ku,1,<none>,0,0,0,0,0,0,1
 Xiaoyu Li,1,<none>,0,0,0,0,0,0,1
 Soumyadeep Ghosh,1,<none>,0,0,0,0,0,0,1
 Sudhakar Kumawat,1,<none>,0,0,0,0,0,0,1
 Shanmuganathan Raman,1,<none>,0,0,0,0,0,0,1
 Yiru Zhao,1,<none>,0,0,0,0,0,0,1
 Wansen Feng,1,<none>,0,0,0,0,0,0,1
 Joonil Na,1,<none>,0,0,0,0,0,0,1
 Chao Chen,1,<none>,0,0,0,0,0,0,1
 Wei-Hong Li,1,<none>,0,0,0,0,0,0,1
 Fa-Ting Hong,1,<none>,0,0,0,0,0,0,1
 Dengke Dong,1,<none>,0,0,0,0,0,0,1
 Yabin Zhang,1,<none>,0,0,0,0,0,0,1
 Hui Tang,1,<none>,0,0,0,0,0,0,1
 Yabiao Wang,1,<none>,0,0,0,0,0,0,1
 Changan Wang,1,<none>,0,0,0,0,0,0,1
 Jianjun Qian,1,<none>,0,0,0,0,0,0,1
 Chengjie Wang,1,<none>,0,0,0,0,0,0,1
 Jilin Li,1,<none>,0,0,0,0,0,0,1
 Weizhe Liu,1,<none>,0,0,0,0,0,0,1
 Marvin Teichmann,1,<none>,0,0,0,0,0,0,1
 Kean Chen,1,<none>,0,0,0,0,0,0,1
 John See,1,<none>,0,0,0,0,0,0,1
 Ji Wang,1,<none>,0,0,0,0,0,0,1
 Changwei He,1,<none>,0,0,0,0,0,0,1
 Junni Zou,1,<none>,0,0,0,0,0,0,1
 Yibing Zhan,1,<none>,0,0,0,0,0,0,1
 Ting Yu,1,<none>,0,0,0,0,0,0,1
 Prithviraj Dhar,1,<none>,0,0,0,0,0,0,1
 Qiushan Guo,1,<none>,0,0,0,0,0,0,1
 Zhipeng Yu,1,<none>,0,0,0,0,0,0,1
 Yue Chen,1,<none>,0,0,0,0,0,0,1
 Zhao-Min Chen,1,<none>,0,0,0,0,0,0,1
 Yanwen Guo,1,<none>,0,0,0,0,0,0,1
 Weiqiang Ren,1,<none>,0,0,0,0,0,0,1
 Weidong Hu,1,<none>,0,0,0,0,0,0,1
 Eli Schwartz,1,<none>,0,0,0,0,0,0,1
 Xinshao Wang,1,<none>,0,0,0,0,0,0,1
 Romain Garnier,1,<none>,0,0,0,0,0,0,1
 Eran Goldman,1,<none>,0,0,0,0,0,0,1
 Roei Herzig,1,<none>,0,0,0,0,0,0,1
 Jacob Goldberger,1,<none>,0,0,0,0,0,0,1
 Annan Li,1,<none>,0,0,0,0,0,0,1
 Jun Gao,1,<none>,0,0,0,0,0,0,1
 Carles Ventura,1,<none>,0,0,0,0,0,0,1
 Miriam Bellver,1,<none>,0,0,0,0,0,0,1
 Andreu Girbau,1,<none>,0,0,0,0,0,0,1
 Yukang Wang,1,<none>,0,0,0,0,0,0,1
 Hengcan Shi,1,<none>,0,0,0,0,0,0,1
 Zichen Song,1,<none>,0,0,0,0,0,0,1
 Feng Gao,1,<none>,0,0,0,0,0,0,1
 Baoxiong Jia,1,<none>,0,0,0,0,0,0,1
 Mingqiang Wei,1,<none>,0,0,0,0,0,0,1
 Yuying Ge,1,<none>,0,0,0,0,0,0,1
 Liting Lin,1,<none>,0,0,0,0,0,0,1
 Ge Deng,1,<none>,0,0,0,0,0,0,1
 Sijia Yu,1,<none>,0,0,0,0,0,0,1
 Hexin Bai,1,<none>,0,0,0,0,0,0,1
 Ziheng Liang,1,<none>,0,0,0,0,0,0,1
 Angad Singh,1,<none>,0,0,0,0,0,0,1
 Karan Singh,1,<none>,0,0,0,0,0,0,1
 Shuhan Tan,1,<none>,0,0,0,0,0,0,1
 Jiening Jiao,1,<none>,0,0,0,0,0,0,1
 Nathaniel Blanchard,1,<none>,0,0,0,0,0,0,1
 Jeffery Kinnison,1,<none>,0,0,0,0,0,0,1
 Brandon RichardWebster,1,<none>,0,0,0,0,0,0,1
 Walter J. Scheirer,1,<none>,0,0,0,0,0,0,1
 Alireza Zaeemzadeh,1,<none>,0,0,0,0,0,0,1
 Mohsen Joneidi,1,<none>,0,0,0,0,0,0,1
 Nazanin Rahnavard,1,<none>,0,0,0,0,0,0,1
 Nanyang Ye,1,<none>,0,0,0,0,0,0,1
 Krzysztof Wolski,1,<none>,0,0,0,0,0,0,1
 Daniel Sheldon,1,<none>,0,0,0,0,0,0,1
 Xibin Song,1,<none>,0,0,0,0,0,0,1
 Dingfu Zhou,1,<none>,0,0,0,0,0,0,1
 Chenye Guan,1,<none>,0,0,0,0,0,0,1
 Jin Li,1,<none>,0,0,0,0,0,0,1
 Xuguang Lan,1,<none>,0,0,0,0,0,0,1
 Junjian Zhang,1,<none>,0,0,0,0,0,0,1
 Qingshan Xu,1,<none>,0,0,0,0,0,0,1
 Yuan Zhong,1,<none>,0,0,0,0,0,0,1
 Gengshan Yang,1,<none>,0,0,0,0,0,0,1
 Joshua Manela,1,<none>,0,0,0,0,0,0,1
 Michael Happold,1,<none>,0,0,0,0,0,0,1
 Zan Gojcic,1,<none>,0,0,0,0,0,0,1
 Caifa Zhou,1,<none>,0,0,0,0,0,0,1
 Andreas Wieser,1,<none>,0,0,0,0,0,0,1
 Stephen M. Pizer,1,<none>,0,0,0,0,0,0,1
 Gianluca Agresti,1,<none>,0,0,0,0,0,0,1
 Henrik Schaefer,1,<none>,0,0,0,0,0,0,1
 Piergiorgio Sartor,1,<none>,0,0,0,0,0,0,1
 Pietro Zanuttigh,1,<none>,0,0,0,0,0,0,1
 Shengyi Qian,1,<none>,0,0,0,0,0,0,1
 Jinpeng Lin,1,<none>,0,0,0,0,0,0,1
 Kai Su,1,<none>,0,0,0,0,0,0,1
 Dongdong Yu,1,<none>,0,0,0,0,0,0,1
 Zhenqi Xu,1,<none>,0,0,0,0,0,0,1
 Dylan Drover,1,<none>,0,0,0,0,0,0,1
 Rohith MV,1,<none>,0,0,0,0,0,0,1
 Meng Zheng,1,<none>,0,0,0,0,0,0,1
 Huan Li,1,<none>,0,0,0,0,0,0,1
 Guodong Mu,1,<none>,0,0,0,0,0,0,1
 Jia Sun,1,<none>,0,0,0,0,0,0,1
 Yuxuan Sun,1,<none>,0,0,0,0,0,0,1
 Minfeng Zhu,1,<none>,0,0,0,0,0,0,1
 Hamid Eghbal-zadeh,1,<none>,0,0,0,0,0,0,1
 Werner Zellinger,1,<none>,0,0,0,0,0,0,1
 Gerhard Widmer,1,<none>,0,0,0,0,0,0,1
 Fang Liu,1,<none>,0,0,0,0,0,0,1
 Xiaoming Deng,1,<none>,0,0,0,0,0,0,1
 Cuixia Ma,1,<none>,0,0,0,0,0,0,1
 Matteo Tomei,1,<none>,0,0,0,0,0,0,1
 Zhe Jiang,1,<none>,0,0,0,0,0,0,1
 Dae Young Park,1,<none>,0,0,0,0,0,0,1
 Wenjing Wang,1,<none>,0,0,0,0,0,0,1
 Muhammad Sarmad,1,<none>,0,0,0,0,0,0,1
 Hyunjoo Jenny Lee,1,<none>,0,0,0,0,0,0,1
 Young Min Kim,1,<none>,0,0,0,0,0,0,1
 Chung-Yi Weng,1,<none>,0,0,0,0,0,0,1
 Wan-Chun Ma,1,<none>,0,0,0,0,0,0,1
 Laurent Charbonnel,1,<none>,0,0,0,0,0,0,1
 Jay Busch,1,<none>,0,0,0,0,0,0,1
 Filippos Kokkinos,1,<none>,0,0,0,0,0,0,1
 Stamatis Lefkimmiatis,1,<none>,0,0,0,0,0,0,1
 Lida Li,1,<none>,0,0,0,0,0,0,1
 Wang Yifan,1,<none>,0,0,0,0,0,0,1
 Shihao Wu,1,<none>,0,0,0,0,0,0,1
 Olga Sorkine-Hornung,1,<none>,0,0,0,0,0,0,1
 Feifan Lv,1,<none>,0,0,0,0,0,0,1
 Bohan Zhang,1,<none>,0,0,0,0,0,0,1
 Suchen Wang,1,<none>,0,0,0,0,0,0,1
 Xixi Jia,1,<none>,0,0,0,0,0,0,1
 Sanyang Liu,1,<none>,0,0,0,0,0,0,1
 Zhuowei Xiao,1,<none>,0,0,0,0,0,0,1
 Xiaosong Zhang,1,<none>,0,0,0,0,0,0,1
 Mingyang Qian,1,<none>,0,0,0,0,0,0,1
 Xiaojun Jia,1,<none>,0,0,0,0,0,0,1
 Xingxing Wei,1,<none>,0,0,0,0,0,0,1
 Ruochen Fan,1,<none>,0,0,0,0,0,0,1
 Tai-Jiang Mu,1,<none>,0,0,0,0,0,0,1
 Zhichao Wang,1,<none>,0,0,0,0,0,0,1
 Gang Li,1,<none>,0,0,0,0,0,0,1
 Guandong Xu,1,<none>,0,0,0,0,0,0,1
 Mingmin Zhen,1,<none>,0,0,0,0,0,0,1
 Yanfeng Tong,1,<none>,0,0,0,0,0,0,1
 Yunmu Huang,1,<none>,0,0,0,0,0,0,1
 Jing Chen,1,<none>,0,0,0,0,0,0,1
 Weihao Yu,1,<none>,0,0,0,0,0,0,1
 Riquan Chen,1,<none>,0,0,0,0,0,0,1
 Huanyu Liu,1,<none>,0,0,0,0,0,0,1
 Yu-An Lin,1,<none>,0,0,0,0,0,0,1
 Hongfu Liu,1,<none>,0,0,0,0,0,0,1
 Jaime Spencer,1,<none>,0,0,0,0,0,0,1
 Xilai Li,1,<none>,0,0,0,0,0,0,1
 Yiqun Wang,1,<none>,0,0,0,0,0,0,1
 Jianwei Guo,1,<none>,0,0,0,0,0,0,1
 Dong-Ming Yan,1,<none>,0,0,0,0,0,0,1
 Wen-Hsuan Chu,1,<none>,0,0,0,0,0,0,1
 Jing-Cheng Chang,1,<none>,0,0,0,0,0,0,1
 Haotian Ma,1,<none>,0,0,0,0,0,0,1
 Dong-Jin Kim,1,<none>,0,0,0,0,0,0,1
 Yuhao Cui,1,<none>,0,0,0,0,0,0,1
 Junlong Gao,1,<none>,0,0,0,0,0,0,1
 Shanshe Wang,1,<none>,0,0,0,0,0,0,1
 Yitong Li,1,<none>,0,0,0,0,0,0,1
 Yuexin Wu,1,<none>,0,0,0,0,0,0,1
 David Carlson,1,<none>,0,0,0,0,0,0,1
 Xuelian Cheng,1,<none>,0,0,0,0,0,0,1
 Jihong Guan,1,<none>,0,0,0,0,0,0,1
 Yanxiang Wang,1,<none>,0,0,0,0,0,0,1
 Bowen Du,1,<none>,0,0,0,0,0,0,1
 Yiran Shen,1,<none>,0,0,0,0,0,0,1
 Kai Wu,1,<none>,0,0,0,0,0,0,1
 Guangrong Zhao,1,<none>,0,0,0,0,0,0,1
 Jianguo Sun,1,<none>,0,0,0,0,0,0,1
 Zhiming Cui,1,<none>,0,0,0,0,0,0,1
 Shenhua Hou,1,<none>,0,0,0,0,0,0,1
 Zhaojin Huang,1,<none>,0,0,0,0,0,0,1
 Yongchao Gong,1,<none>,0,0,0,0,0,0,1
 Nils Murrugarra-Llerena,1,<none>,0,0,0,0,0,0,1
 Xiaobing Wang,1,<none>,0,0,0,0,0,0,1
 Yingying Jiang,1,<none>,0,0,0,0,0,0,1
 Hyunsoo Choi,1,<none>,0,0,0,0,0,0,1
 Songtao Liu,1,<none>,0,0,0,0,0,0,1
 Yuting Liu,1,<none>,0,0,0,0,0,0,1
 Xiaofang Wang,1,<none>,0,0,0,0,0,0,1
 Javier Ribera,1,<none>,0,0,0,0,0,0,1
 David Guera,1,<none>,0,0,0,0,0,0,1
 Yuhao Chen,1,<none>,0,0,0,0,0,0,1
 Cheng Liu,1,<none>,0,0,0,0,0,0,1
 Yusuke Niitani,1,<none>,0,0,0,0,0,0,1
 Takuya Akiba,1,<none>,0,0,0,0,0,0,1
 Tommi Kerola,1,<none>,0,0,0,0,0,0,1
 Toru Ogawa,1,<none>,0,0,0,0,0,0,1
 Shotaro Sano,1,<none>,0,0,0,0,0,0,1
 Shuji Suzuki,1,<none>,0,0,0,0,0,0,1
 Yucheng Shi,1,<none>,0,0,0,0,0,0,1
 Yahong Han,1,<none>,0,0,0,0,0,0,1
 Edward Raff,1,<none>,0,0,0,0,0,0,1
 Jared Sylvester,1,<none>,0,0,0,0,0,0,1
 Steven Forsyth,1,<none>,0,0,0,0,0,0,1
 Mark McLean,1,<none>,0,0,0,0,0,0,1
 Yaoxiong Huang,1,<none>,0,0,0,0,0,0,1
 Yuanzhi Zhu,1,<none>,0,0,0,0,0,0,1
 Amit Alfassy,1,<none>,0,0,0,0,0,0,1
 Davis Wertheimer,1,<none>,0,0,0,0,0,0,1
 Jae Sung Park,1,<none>,0,0,0,0,0,0,1
 Yufeng Zhang,1,<none>,0,0,0,0,0,0,1
 Wei-Ying Ma,1,<none>,0,0,0,0,0,0,1
 Asli Celikyilmaz,1,<none>,0,0,0,0,0,0,1
 Dinghan Shen,1,<none>,0,0,0,0,0,0,1
 Zhengkai Jiang,1,<none>,0,0,0,0,0,0,1
 Pan Lu,1,<none>,0,0,0,0,0,0,1
 Manli Zhang,1,<none>,0,0,0,0,0,0,1
 Jianhong Zhang,1,<none>,0,0,0,0,0,0,1
 Luca Weihs,1,<none>,0,0,0,0,0,0,1
 Drew A. Hudson,1,<none>,0,0,0,0,0,0,1
 Christopher D. Manning,1,<none>,0,0,0,0,0,0,1
 Fuwen Tan,1,<none>,0,0,0,0,0,0,1
 Song Feng,1,<none>,0,0,0,0,0,0,1
 Liyiming Ke,1,<none>,0,0,0,0,0,0,1
 Xiujun Li,1,<none>,0,0,0,0,0,0,1
 Ari Holtzman,1,<none>,0,0,0,0,0,0,1
 Siddhartha Srinivasa,1,<none>,0,0,0,0,0,0,1
 Mitchell Wortsman,1,<none>,0,0,0,0,0,0,1
 Simon Daneau,1,<none>,0,0,0,0,0,0,1
 Fahim Mannan,1,<none>,0,0,0,0,0,0,1
 Shumian Xin,1,<none>,0,0,0,0,0,0,1
 Cedric Scheerlinck,1,<none>,0,0,0,0,0,0,1
 Kuldeep Purohit,1,<none>,0,0,0,0,0,0,1
 Anshul Shah,1,<none>,0,0,0,0,0,0,1
 Ruixing Wang,1,<none>,0,0,0,0,0,0,1
 Amir Hertz,1,<none>,0,0,0,0,0,0,1
 Sharon Fogel,1,<none>,0,0,0,0,0,0,1
 Rana Hanocka,1,<none>,0,0,0,0,0,0,1
 Quanming Yao,1,<none>,0,0,0,0,0,0,1
 Naoto Yokoya,1,<none>,0,0,0,0,0,0,1
 Moustafa Meshry,1,<none>,0,0,0,0,0,0,1
 Hugues Hoppe,1,<none>,0,0,0,0,0,0,1
 Chihao Wu,1,<none>,0,0,0,0,0,0,1
 Mathieu Garon,1,<none>,0,0,0,0,0,0,1
 Akshaya Athawale,1,<none>,0,0,0,0,0,0,1
 Valentin Vielzeuf,1,<none>,0,0,0,0,0,0,1
 Stephane Pateux,1,<none>,0,0,0,0,0,0,1
 Moez Baccouche,1,<none>,0,0,0,0,0,0,1
 Rajkumar Theagarajan,1,<none>,0,0,0,0,0,0,1
 Ming Chen,1,<none>,0,0,0,0,0,0,1
 Kun Yi,1,<none>,0,0,0,0,0,0,1
 Yanwei Li,1,<none>,0,0,0,0,0,0,1
 Xinze Chen,1,<none>,0,0,0,0,0,0,1
 Guan Huang,1,<none>,0,0,0,0,0,0,1
 Xingang Wang,1,<none>,0,0,0,0,0,0,1
 Jiashi Li,1,<none>,0,0,0,0,0,0,1
 Qi Qi,1,<none>,0,0,0,0,0,0,1
 Jingyu Wang,1,<none>,0,0,0,0,0,0,1
 Ce Ge,1,<none>,0,0,0,0,0,0,1
 Yujian Li,1,<none>,0,0,0,0,0,0,1
 Zhangzhang Yue,1,<none>,0,0,0,0,0,0,1
 Haifeng Sun,1,<none>,0,0,0,0,0,0,1
 Akanksha Paul,1,<none>,0,0,0,0,0,0,1
 Narayanan C. Krishnan,1,<none>,0,0,0,0,0,0,1
 Prateek Munjal,1,<none>,0,0,0,0,0,0,1
 Nathan Inkawhich,1,<none>,0,0,0,0,0,0,1
 Frederic Maire,1,<none>,0,0,0,0,0,0,1
 Sareh Shirazi,1,<none>,0,0,0,0,0,0,1
 Yangxi Li,1,<none>,0,0,0,0,0,0,1
 Yunqiang Duan,1,<none>,0,0,0,0,0,0,1
 Ziheng Zhang,1,<none>,0,0,0,0,0,0,1
 Zhengxin Li,1,<none>,0,0,0,0,0,0,1
 Ning Bi,1,<none>,0,0,0,0,0,0,1
 Jinlei Wang,1,<none>,0,0,0,0,0,0,1
 Jingyi Zhang,1,<none>,0,0,0,0,0,0,1
 Yuhang Liu,1,<none>,0,0,0,0,0,0,1
 Wenyong Dong,1,<none>,0,0,0,0,0,0,1
 Chiat-Pin Tay,1,<none>,0,0,0,0,0,0,1
 Sharmili Roy,1,<none>,0,0,0,0,0,0,1
